"Statistic Label","Year","Age Group","Sex","UNIT","VALUE"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","Age unknown","Female","Number","34"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","All ages","Male","Number","4512"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","All ages","Female","Number","2963"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","10 - 14 years","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","15 - 17 years","Male","Number","111"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","15 - 17 years","Female","Number","35"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","18 - 20 years","Male","Number","410"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","18 - 20 years","Female","Number","213"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","21 - 24 years","Male","Number","482"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","21 - 24 years","Female","Number","360"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","25 - 34 years","Male","Number","999"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","25 - 34 years","Female","Number","730"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","35 - 44 years","Male","Number","693"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","35 - 44 years","Female","Number","494"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","45 - 54 years","Male","Number","441"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","45 - 54 years","Female","Number","335"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","55 - 64 years","Male","Number","324"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","55 - 64 years","Female","Number","179"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","65 years and over","Male","Number","293"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","65 years and over","Female","Number","149"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","Age unknown","Male","Number","758"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2008","Age unknown","Female","Number","468"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","All ages","Male","Number","4520"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","All ages","Female","Number","3036"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","0 - 5 years","Female","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","10 - 14 years","Male","Number","4"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","10 - 14 years","Female","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","15 - 17 years","Male","Number","92"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","15 - 17 years","Female","Number","28"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","18 - 20 years","Male","Number","490"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","18 - 20 years","Female","Number","247"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","21 - 24 years","Male","Number","526"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","21 - 24 years","Female","Number","354"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","25 - 34 years","Male","Number","1165"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","25 - 34 years","Female","Number","838"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","35 - 44 years","Male","Number","853"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","35 - 44 years","Female","Number","598"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","45 - 54 years","Male","Number","527"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","45 - 54 years","Female","Number","436"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","55 - 64 years","Male","Number","363"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","55 - 64 years","Female","Number","229"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","65 years and over","Male","Number","320"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","65 years and over","Female","Number","204"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","Age unknown","Male","Number","180"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2009","Age unknown","Female","Number","100"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","All ages","Male","Number","3789"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","All ages","Female","Number","2698"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","10 - 14 years","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","15 - 17 years","Male","Number","73"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","15 - 17 years","Female","Number","31"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","18 - 20 years","Male","Number","358"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","18 - 20 years","Female","Number","215"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","21 - 24 years","Male","Number","389"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","21 - 24 years","Female","Number","296"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","25 - 34 years","Male","Number","1035"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","25 - 34 years","Female","Number","754"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","35 - 44 years","Male","Number","751"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","35 - 44 years","Female","Number","599"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","45 - 54 years","Male","Number","501"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","45 - 54 years","Female","Number","367"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","55 - 64 years","Male","Number","316"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","55 - 64 years","Female","Number","239"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","65 years and over","Male","Number","347"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","65 years and over","Female","Number","188"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","Age unknown","Male","Number","18"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2010","Age unknown","Female","Number","9"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","All ages","Male","Number","3330"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","All ages","Female","Number","2427"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","10 - 14 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","15 - 17 years","Male","Number","62"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","15 - 17 years","Female","Number","24"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","18 - 20 years","Male","Number","284"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","18 - 20 years","Female","Number","176"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","21 - 24 years","Male","Number","357"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","21 - 24 years","Female","Number","271"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","25 - 34 years","Male","Number","852"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","25 - 34 years","Female","Number","671"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","35 - 44 years","Male","Number","668"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","35 - 44 years","Female","Number","541"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","45 - 54 years","Male","Number","480"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","45 - 54 years","Female","Number","350"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","55 - 64 years","Male","Number","256"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","55 - 64 years","Female","Number","209"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","65 years and over","Male","Number","353"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","65 years and over","Female","Number","175"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","Age unknown","Male","Number","18"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2011","Age unknown","Female","Number","10"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","All ages","Male","Number","3768"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","All ages","Female","Number","2558"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","10 - 14 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","15 - 17 years","Male","Number","48"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","15 - 17 years","Female","Number","22"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","18 - 20 years","Male","Number","318"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","18 - 20 years","Female","Number","164"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","21 - 24 years","Male","Number","396"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","21 - 24 years","Female","Number","229"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","25 - 34 years","Male","Number","894"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","25 - 34 years","Female","Number","669"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","35 - 44 years","Male","Number","807"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","35 - 44 years","Female","Number","601"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","45 - 54 years","Male","Number","525"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","45 - 54 years","Female","Number","404"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","55 - 64 years","Male","Number","360"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","55 - 64 years","Female","Number","251"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","65 years and over","Male","Number","397"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","65 years and over","Female","Number","207"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","Age unknown","Male","Number","23"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2012","Age unknown","Female","Number","11"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","All ages","Male","Number","3135"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","All ages","Female","Number","2278"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","0 - 5 years","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","10 - 14 years","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","15 - 17 years","Male","Number","37"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","15 - 17 years","Female","Number","5"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","18 - 20 years","Male","Number","231"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","18 - 20 years","Female","Number","112"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","21 - 24 years","Male","Number","341"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","21 - 24 years","Female","Number","224"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","25 - 34 years","Male","Number","709"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","25 - 34 years","Female","Number","608"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","35 - 44 years","Male","Number","625"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","35 - 44 years","Female","Number","538"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","45 - 54 years","Male","Number","479"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","45 - 54 years","Female","Number","392"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","55 - 64 years","Male","Number","315"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","55 - 64 years","Female","Number","208"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","65 years and over","Male","Number","383"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","65 years and over","Female","Number","186"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","Age unknown","Male","Number","13"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2013","Age unknown","Female","Number","5"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","All ages","Male","Number","3760"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","All ages","Female","Number","2641"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","0 - 5 years","Female","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","6 - 9 years","Male","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","10 - 14 years","Male","Number","3"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","15 - 17 years","Male","Number","40"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","15 - 17 years","Female","Number","9"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","18 - 20 years","Male","Number","241"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","18 - 20 years","Female","Number","105"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","21 - 24 years","Male","Number","374"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","21 - 24 years","Female","Number","241"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","25 - 34 years","Male","Number","843"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","25 - 34 years","Female","Number","654"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","35 - 44 years","Male","Number","840"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","35 - 44 years","Female","Number","660"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","45 - 54 years","Male","Number","569"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","45 - 54 years","Female","Number","445"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","55 - 64 years","Male","Number","368"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","55 - 64 years","Female","Number","265"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","65 years and over","Male","Number","453"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","65 years and over","Female","Number","253"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","Age unknown","Male","Number","27"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2014","Age unknown","Female","Number","8"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","All ages","Male","Number","1601"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","All ages","Female","Number","1497"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","10 - 14 years","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","15 - 17 years","Male","Number","16"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","15 - 17 years","Female","Number","4"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","18 - 20 years","Male","Number","123"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","18 - 20 years","Female","Number","66"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","21 - 24 years","Male","Number","210"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","21 - 24 years","Female","Number","158"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","25 - 34 years","Male","Number","363"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","25 - 34 years","Female","Number","374"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","35 - 44 years","Male","Number","316"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","35 - 44 years","Female","Number","330"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","45 - 54 years","Male","Number","207"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","45 - 54 years","Female","Number","240"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","55 - 64 years","Male","Number","163"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","55 - 64 years","Female","Number","159"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","65 years and over","Male","Number","198"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","65 years and over","Female","Number","161"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","Age unknown","Male","Number","4"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2015","Age unknown","Female","Number","5"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","All ages","Male","Number","1610"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","All ages","Female","Number","1500"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","10 - 14 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","15 - 17 years","Male","Number","16"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","15 - 17 years","Female","Number","6"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","18 - 20 years","Male","Number","113"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","18 - 20 years","Female","Number","47"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","21 - 24 years","Male","Number","172"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","21 - 24 years","Female","Number","139"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","25 - 34 years","Male","Number","344"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","25 - 34 years","Female","Number","389"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","35 - 44 years","Male","Number","359"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","35 - 44 years","Female","Number","380"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","45 - 54 years","Male","Number","247"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","45 - 54 years","Female","Number","262"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","55 - 64 years","Male","Number","151"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","55 - 64 years","Female","Number","159"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","65 years and over","Male","Number","208"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","65 years and over","Female","Number","118"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","Age unknown","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2016","Age unknown","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","All ages","Male","Number","1642"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","All ages","Female","Number","1510"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","10 - 14 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","15 - 17 years","Male","Number","11"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","15 - 17 years","Female","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","18 - 20 years","Male","Number","114"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","18 - 20 years","Female","Number","44"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","21 - 24 years","Male","Number","171"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","21 - 24 years","Female","Number","115"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","25 - 34 years","Male","Number","348"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","25 - 34 years","Female","Number","376"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","35 - 44 years","Male","Number","327"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","35 - 44 years","Female","Number","363"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","45 - 54 years","Male","Number","286"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","45 - 54 years","Female","Number","268"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","55 - 64 years","Male","Number","159"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","55 - 64 years","Female","Number","177"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","65 years and over","Male","Number","226"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","65 years and over","Female","Number","164"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","Age unknown","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2017","Age unknown","Female","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","All ages","Male","Number","1640"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","All ages","Female","Number","1531"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","10 - 14 years","Male","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","15 - 17 years","Male","Number","10"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","15 - 17 years","Female","Number","2"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","18 - 20 years","Male","Number","98"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","18 - 20 years","Female","Number","49"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","21 - 24 years","Male","Number","150"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","21 - 24 years","Female","Number","121"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","25 - 34 years","Male","Number","332"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","25 - 34 years","Female","Number","345"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","35 - 44 years","Male","Number","346"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","35 - 44 years","Female","Number","353"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","45 - 54 years","Male","Number","287"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","45 - 54 years","Female","Number","293"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","55 - 64 years","Male","Number","201"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","55 - 64 years","Female","Number","181"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","65 years and over","Male","Number","213"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","65 years and over","Female","Number","187"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","Age unknown","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2018","Age unknown","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","All ages","Male","Number","1519"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","All ages","Female","Number","1373"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","10 - 14 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","15 - 17 years","Male","Number","8"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","15 - 17 years","Female","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","18 - 20 years","Male","Number","79"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","18 - 20 years","Female","Number","31"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2019","21 - 24 years","Male","Number","161"
