"Statistic Label","Year","Age Group","Sex","Road User Type","UNIT","VALUE"
"All Killed and Injured Casualties","2005","10 - 14 years","Female","Other road users","Number","6"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","All road users","Number","258"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","Pedestrians","Number","37"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","Pedal cyclists","Number","13"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","Motor cyclists","Number","38"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","All Car users","Number","143"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","Car drivers","Number","54"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","Car passengers","Number","89"
"All Killed and Injured Casualties","2005","15 - 17 years","Male","Other road users","Number","27"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","All road users","Number","165"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","Pedestrians","Number","40"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","Motor cyclists","Number","6"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","All Car users","Number","104"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","Car drivers","Number","13"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","Car passengers","Number","91"
"All Killed and Injured Casualties","2005","15 - 17 years","Female","Other road users","Number","13"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","All road users","Number","640"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","Pedestrians","Number","29"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","Pedal cyclists","Number","9"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","Motor cyclists","Number","43"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","All Car users","Number","509"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","Car drivers","Number","294"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","Car passengers","Number","215"
"All Killed and Injured Casualties","2005","18 - 20 years","Male","Other road users","Number","50"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","All road users","Number","328"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","Pedestrians","Number","24"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","Pedal cyclists","Number","0"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","All Car users","Number","291"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","Car drivers","Number","124"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","Car passengers","Number","167"
"All Killed and Injured Casualties","2005","18 - 20 years","Female","Other road users","Number","12"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","All road users","Number","684"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","Pedestrians","Number","42"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","Pedal cyclists","Number","11"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","Motor cyclists","Number","71"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","All Car users","Number","462"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","Car drivers","Number","298"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","Car passengers","Number","164"
"All Killed and Injured Casualties","2005","21 - 24 years","Male","Other road users","Number","98"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","All road users","Number","384"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","Pedestrians","Number","30"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","Pedal cyclists","Number","5"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","Motor cyclists","Number","5"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","All Car users","Number","330"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","Car drivers","Number","219"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","Car passengers","Number","111"
"All Killed and Injured Casualties","2005","21 - 24 years","Female","Other road users","Number","14"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","All road users","Number","1163"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","Pedestrians","Number","80"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","Pedal cyclists","Number","38"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","Motor cyclists","Number","165"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","All Car users","Number","658"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","Car drivers","Number","537"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","Car passengers","Number","121"
"All Killed and Injured Casualties","2005","25 - 34 years","Male","Other road users","Number","222"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","All road users","Number","731"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","Pedestrians","Number","60"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","Pedal cyclists","Number","8"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","Motor cyclists","Number","14"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","All Car users","Number","611"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","Car drivers","Number","458"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","Car passengers","Number","153"
"All Killed and Injured Casualties","2005","25 - 34 years","Female","Other road users","Number","38"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","All road users","Number","705"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","Pedestrians","Number","64"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","Pedal cyclists","Number","21"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","Motor cyclists","Number","104"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","All Car users","Number","382"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","Car drivers","Number","320"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","Car passengers","Number","62"
"All Killed and Injured Casualties","2005","35 - 44 years","Male","Other road users","Number","134"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","All road users","Number","439"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","Pedestrians","Number","35"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","Pedal cyclists","Number","9"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","Motor cyclists","Number","8"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","All Car users","Number","367"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","Car drivers","Number","279"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","Car passengers","Number","88"
"All Killed and Injured Casualties","2005","35 - 44 years","Female","Other road users","Number","20"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","All road users","Number","450"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","Pedestrians","Number","37"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","Pedal cyclists","Number","10"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","Motor cyclists","Number","47"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","All Car users","Number","251"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","Car drivers","Number","213"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","Car passengers","Number","38"
"All Killed and Injured Casualties","2005","45 - 54 years","Male","Other road users","Number","105"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","All road users","Number","348"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","Pedestrians","Number","30"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","Pedal cyclists","Number","6"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","Motor cyclists","Number","5"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","All Car users","Number","292"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","Car drivers","Number","224"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","Car passengers","Number","68"
"All Killed and Injured Casualties","2005","45 - 54 years","Female","Other road users","Number","15"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","All road users","Number","307"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","Pedestrians","Number","49"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","Pedal cyclists","Number","12"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","Motor cyclists","Number","8"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","All Car users","Number","183"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","Car drivers","Number","158"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","Car passengers","Number","25"
"All Killed and Injured Casualties","2005","55 - 64 years","Male","Other road users","Number","55"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","All road users","Number","230"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","Pedestrians","Number","27"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","Pedal cyclists","Number","3"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","Motor cyclists","Number","2"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","All Car users","Number","190"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","Car drivers","Number","133"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","Car passengers","Number","57"
"All Killed and Injured Casualties","2005","55 - 64 years","Female","Other road users","Number","8"
"All Killed and Injured Casualties","2005","65 years and over","Male","All road users","Number","305"
"All Killed and Injured Casualties","2005","65 years and over","Male","Pedestrians","Number","65"
"All Killed and Injured Casualties","2005","65 years and over","Male","Pedal cyclists","Number","9"
"All Killed and Injured Casualties","2005","65 years and over","Male","Motor cyclists","Number","6"
"All Killed and Injured Casualties","2005","65 years and over","Male","All Car users","Number","202"
"All Killed and Injured Casualties","2005","65 years and over","Male","Car drivers","Number","170"
"All Killed and Injured Casualties","2005","65 years and over","Male","Car passengers","Number","32"
"All Killed and Injured Casualties","2005","65 years and over","Male","Other road users","Number","23"
"All Killed and Injured Casualties","2005","65 years and over","Female","All road users","Number","270"
"All Killed and Injured Casualties","2005","65 years and over","Female","Pedestrians","Number","68"
"All Killed and Injured Casualties","2005","65 years and over","Female","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2005","65 years and over","Female","Motor cyclists","Number","3"
"All Killed and Injured Casualties","2005","65 years and over","Female","All Car users","Number","187"
"All Killed and Injured Casualties","2005","65 years and over","Female","Car drivers","Number","106"
"All Killed and Injured Casualties","2005","65 years and over","Female","Car passengers","Number","81"
"All Killed and Injured Casualties","2005","65 years and over","Female","Other road users","Number","10"
"All Killed and Injured Casualties","2005","Age unknown","Male","All road users","Number","130"
"All Killed and Injured Casualties","2005","Age unknown","Male","Pedestrians","Number","27"
"All Killed and Injured Casualties","2005","Age unknown","Male","Pedal cyclists","Number","9"
"All Killed and Injured Casualties","2005","Age unknown","Male","Motor cyclists","Number","12"
"All Killed and Injured Casualties","2005","Age unknown","Male","All Car users","Number","57"
"All Killed and Injured Casualties","2005","Age unknown","Male","Car drivers","Number","35"
"All Killed and Injured Casualties","2005","Age unknown","Male","Car passengers","Number","22"
"All Killed and Injured Casualties","2005","Age unknown","Male","Other road users","Number","25"
"All Killed and Injured Casualties","2005","Age unknown","Female","All road users","Number","101"
"All Killed and Injured Casualties","2005","Age unknown","Female","Pedestrians","Number","21"
"All Killed and Injured Casualties","2005","Age unknown","Female","Pedal cyclists","Number","3"
"All Killed and Injured Casualties","2005","Age unknown","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2005","Age unknown","Female","All Car users","Number","64"
"All Killed and Injured Casualties","2005","Age unknown","Female","Car drivers","Number","31"
"All Killed and Injured Casualties","2005","Age unknown","Female","Car passengers","Number","33"
"All Killed and Injured Casualties","2005","Age unknown","Female","Other road users","Number","12"
"All Killed and Injured Casualties","2006","All ages","Male","All road users","Number","4728"
"All Killed and Injured Casualties","2006","All ages","Male","Pedestrians","Number","540"
"All Killed and Injured Casualties","2006","All ages","Male","Pedal cyclists","Number","154"
"All Killed and Injured Casualties","2006","All ages","Male","Motor cyclists","Number","446"
"All Killed and Injured Casualties","2006","All ages","Male","All Car users","Number","2830"
"All Killed and Injured Casualties","2006","All ages","Male","Car drivers","Number","1997"
"All Killed and Injured Casualties","2006","All ages","Male","Car passengers","Number","833"
"All Killed and Injured Casualties","2006","All ages","Male","Other road users","Number","758"
"All Killed and Injured Casualties","2006","All ages","Female","All road users","Number","3365"
"All Killed and Injured Casualties","2006","All ages","Female","Pedestrians","Number","406"
"All Killed and Injured Casualties","2006","All ages","Female","Pedal cyclists","Number","44"
"All Killed and Injured Casualties","2006","All ages","Female","Motor cyclists","Number","46"
"All Killed and Injured Casualties","2006","All ages","Female","All Car users","Number","2713"
"All Killed and Injured Casualties","2006","All ages","Female","Car drivers","Number","1676"
"All Killed and Injured Casualties","2006","All ages","Female","Car passengers","Number","1037"
"All Killed and Injured Casualties","2006","All ages","Female","Other road users","Number","156"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","All road users","Number","94"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","Pedestrians","Number","33"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","Pedal cyclists","Number","0"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","All Car users","Number","55"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","Car passengers","Number","55"
"All Killed and Injured Casualties","2006","0 - 5 years","Male","Other road users","Number","6"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","All road users","Number","77"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","Pedestrians","Number","18"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","Pedal cyclists","Number","0"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","All Car users","Number","56"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","Car passengers","Number","56"
"All Killed and Injured Casualties","2006","0 - 5 years","Female","Other road users","Number","2"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","All road users","Number","83"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","Pedestrians","Number","46"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","All Car users","Number","34"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","Car passengers","Number","34"
"All Killed and Injured Casualties","2006","6 - 9 years","Male","Other road users","Number","1"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","All road users","Number","78"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","Pedestrians","Number","27"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","All Car users","Number","42"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","Car passengers","Number","42"
"All Killed and Injured Casualties","2006","6 - 9 years","Female","Other road users","Number","7"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","All road users","Number","121"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","Pedestrians","Number","44"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","Pedal cyclists","Number","18"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","Motor cyclists","Number","3"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","All Car users","Number","46"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","Car passengers","Number","46"
"All Killed and Injured Casualties","2006","10 - 14 years","Male","Other road users","Number","10"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","All road users","Number","103"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","Pedestrians","Number","35"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","All Car users","Number","56"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","Car drivers","Number","1"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","Car passengers","Number","55"
"All Killed and Injured Casualties","2006","10 - 14 years","Female","Other road users","Number","10"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","All road users","Number","242"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","Pedestrians","Number","28"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","Pedal cyclists","Number","4"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","Motor cyclists","Number","29"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","All Car users","Number","155"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","Car drivers","Number","55"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","Car passengers","Number","100"
"All Killed and Injured Casualties","2006","15 - 17 years","Male","Other road users","Number","26"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","All road users","Number","182"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","Pedestrians","Number","28"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","Pedal cyclists","Number","1"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","All Car users","Number","141"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","Car drivers","Number","20"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","Car passengers","Number","121"
"All Killed and Injured Casualties","2006","15 - 17 years","Female","Other road users","Number","11"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","All road users","Number","561"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","Pedestrians","Number","30"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","Pedal cyclists","Number","7"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","Motor cyclists","Number","26"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","All Car users","Number","440"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","Car drivers","Number","279"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","Car passengers","Number","161"
"All Killed and Injured Casualties","2006","18 - 20 years","Male","Other road users","Number","58"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","All road users","Number","350"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","Pedestrians","Number","32"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","Pedal cyclists","Number","1"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","Motor cyclists","Number","3"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","All Car users","Number","302"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","Car drivers","Number","137"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","Car passengers","Number","165"
"All Killed and Injured Casualties","2006","18 - 20 years","Female","Other road users","Number","12"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","All road users","Number","650"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","Pedestrians","Number","50"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","Pedal cyclists","Number","9"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","Motor cyclists","Number","43"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","All Car users","Number","463"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","Car drivers","Number","325"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","Car passengers","Number","138"
"All Killed and Injured Casualties","2006","21 - 24 years","Male","Other road users","Number","85"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","All road users","Number","362"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","Pedestrians","Number","26"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","Pedal cyclists","Number","4"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","Motor cyclists","Number","6"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","All Car users","Number","312"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","Car drivers","Number","206"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","Car passengers","Number","106"
"All Killed and Injured Casualties","2006","21 - 24 years","Female","Other road users","Number","14"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","All road users","Number","1137"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","Pedestrians","Number","69"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","Pedal cyclists","Number","39"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","Motor cyclists","Number","165"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","All Car users","Number","658"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","Car drivers","Number","496"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","Car passengers","Number","162"
"All Killed and Injured Casualties","2006","25 - 34 years","Male","Other road users","Number","206"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","All road users","Number","715"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","Pedestrians","Number","45"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","Pedal cyclists","Number","14"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","Motor cyclists","Number","20"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","All Car users","Number","608"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","Car drivers","Number","468"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","Car passengers","Number","140"
"All Killed and Injured Casualties","2006","25 - 34 years","Female","Other road users","Number","28"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","All road users","Number","698"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","Pedestrians","Number","62"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","Pedal cyclists","Number","25"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","Motor cyclists","Number","108"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","All Car users","Number","356"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","Car drivers","Number","308"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","Car passengers","Number","48"
"All Killed and Injured Casualties","2006","35 - 44 years","Male","Other road users","Number","147"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","All road users","Number","469"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","Pedestrians","Number","29"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","Pedal cyclists","Number","5"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","Motor cyclists","Number","7"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","All Car users","Number","407"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","Car drivers","Number","338"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","Car passengers","Number","69"
"All Killed and Injured Casualties","2006","35 - 44 years","Female","Other road users","Number","21"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","All road users","Number","438"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","Pedestrians","Number","48"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","Pedal cyclists","Number","15"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","Motor cyclists","Number","37"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","All Car users","Number","233"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","Car drivers","Number","204"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","Car passengers","Number","29"
"All Killed and Injured Casualties","2006","45 - 54 years","Male","Other road users","Number","105"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","All road users","Number","372"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","Pedestrians","Number","29"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","Pedal cyclists","Number","7"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","Motor cyclists","Number","5"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","All Car users","Number","317"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","Car drivers","Number","242"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","Car passengers","Number","75"
"All Killed and Injured Casualties","2006","45 - 54 years","Female","Other road users","Number","14"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","All road users","Number","292"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","Pedestrians","Number","44"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","Pedal cyclists","Number","10"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","Motor cyclists","Number","15"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","All Car users","Number","160"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","Car drivers","Number","142"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","Car passengers","Number","18"
"All Killed and Injured Casualties","2006","55 - 64 years","Male","Other road users","Number","63"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","All road users","Number","245"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","Pedestrians","Number","32"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","All Car users","Number","201"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","Car drivers","Number","123"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","Car passengers","Number","78"
"All Killed and Injured Casualties","2006","55 - 64 years","Female","Other road users","Number","10"
"All Killed and Injured Casualties","2006","65 years and over","Male","All road users","Number","277"
"All Killed and Injured Casualties","2006","65 years and over","Male","Pedestrians","Number","60"
"All Killed and Injured Casualties","2006","65 years and over","Male","Pedal cyclists","Number","9"
"All Killed and Injured Casualties","2006","65 years and over","Male","Motor cyclists","Number","4"
"All Killed and Injured Casualties","2006","65 years and over","Male","All Car users","Number","170"
"All Killed and Injured Casualties","2006","65 years and over","Male","Car drivers","Number","147"
"All Killed and Injured Casualties","2006","65 years and over","Male","Car passengers","Number","23"
"All Killed and Injured Casualties","2006","65 years and over","Male","Other road users","Number","34"
"All Killed and Injured Casualties","2006","65 years and over","Female","All road users","Number","301"
"All Killed and Injured Casualties","2006","65 years and over","Female","Pedestrians","Number","85"
"All Killed and Injured Casualties","2006","65 years and over","Female","Pedal cyclists","Number","0"
"All Killed and Injured Casualties","2006","65 years and over","Female","Motor cyclists","Number","2"
"All Killed and Injured Casualties","2006","65 years and over","Female","All Car users","Number","198"
"All Killed and Injured Casualties","2006","65 years and over","Female","Car drivers","Number","106"
"All Killed and Injured Casualties","2006","65 years and over","Female","Car passengers","Number","92"
"All Killed and Injured Casualties","2006","65 years and over","Female","Other road users","Number","16"
"All Killed and Injured Casualties","2006","Age unknown","Male","All road users","Number","135"
"All Killed and Injured Casualties","2006","Age unknown","Male","Pedestrians","Number","26"
"All Killed and Injured Casualties","2006","Age unknown","Male","Pedal cyclists","Number","16"
"All Killed and Injured Casualties","2006","Age unknown","Male","Motor cyclists","Number","16"
"All Killed and Injured Casualties","2006","Age unknown","Male","All Car users","Number","60"
"All Killed and Injured Casualties","2006","Age unknown","Male","Car drivers","Number","41"
"All Killed and Injured Casualties","2006","Age unknown","Male","Car passengers","Number","19"
"All Killed and Injured Casualties","2006","Age unknown","Male","Other road users","Number","17"
"All Killed and Injured Casualties","2006","Age unknown","Female","All road users","Number","111"
"All Killed and Injured Casualties","2006","Age unknown","Female","Pedestrians","Number","20"
"All Killed and Injured Casualties","2006","Age unknown","Female","Pedal cyclists","Number","6"
"All Killed and Injured Casualties","2006","Age unknown","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2006","Age unknown","Female","All Car users","Number","73"
"All Killed and Injured Casualties","2006","Age unknown","Female","Car drivers","Number","35"
